redVarietal,isVQA,subCategory/description,subCategory/id,consumerRating,featured/0,_isLimitedTimeOffer,regularPrice,isCraft,isDraft,promotionStartDate,whiteVarietal,tastingDescription,_promotionStartDate,_all_featured/0,_all_featured/1,promotionEndDate,sku,isLimitedTimeOffer,_featured/0,image,availableUnits,last_updated,subRegion,unitSize,upc/0,_blacklist,volume,name,style,countryName,isBCCraft,region,status,statusCode,color,grapeType,_regularPrice,isOrganic,storeCount,nameSuffix,alcoholPercentage,productCategory,isExclusive,all_featured/0,all_featured/1,restrictionCode,productSubCategory,namePrefix,countryCode,isOntarioVQA,class/description,class/id,productType,isKosher,_whitelist,inventoryCode,currentPrice,sweetness,isNew,all_promotions/0/urlAlias,all_promotions/0/name,all_promotions/0/promoCode,all_promotions/0/published,all_promotions/0/shortName,promotions/0/urlAlias,promotions/0/name,promotions/0/promoCode,promotions/0/published,promotions/0/shortName,nameSanitized,isBCVQA,_currentPrice,_promotionEndDate,votes,category/description,category/id,upc/1,upc/2,upc/3,upc/4,all_promotions/0,promotions/0,certificates/0,upc/5,upc/6,upc/7,upc/8,upc/9,upc/10,upc/11,upc/12,upc/13,upc/14,_all_featured/2,all_featured/2,upc/15,upc/16,upc/17,upc/18,upc/19,is_special_release,availability_override,upc/20,upc/21,upc/22,certificates/1
Other Blend,,Italy Wine,1043,3.6,,,57.99,,,,,"92 Points, James Suckling - ""Lots of complexity comes through from the outset on the nose, borne out in terms of smoky black cherries, dried rose stems, asphalt, tar and licorice. Full, structured body that dives through layers of dark fruit, driven along by active acidity all the way to the long but not cloying finish."" 
",,,,,317057,,,http://www.bcliquorstores.com/files/317057.jpeg,1673,4/4/2019 18:10,Amarone,1,8.00206E+12,FALSE,0.75,AMARONE CLASSICO - MASI COSTASERA 2013,,Italy,FALSE,Veneto,2,2,RED,OTHER BLEND,57.99,FALSE,105, MASI COSTASERA 2013,15.5,,FALSE,,,G,,AMARONE CLASSICO ,IT,,Italy Red Wine,1203,Red Wine,FALSE,FALSE,0,57.99,0,FALSE,,,,,,,,,,,amarone classico - masi costasera 2013,,57.99,,198,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,Italy Wine,1043,0,,,88.99,,,,," ""Lots of complexity comes through from the outset on the nose, borne out in terms of smoky black cherries, dried rose stems, asphalt, tar and licorice. Full, structured body that dives through layers of dark fruit, driven along by active acidity all the way to the long but not cloying finish."" ",,,,,570838,,,http://www.bcliquorstores.com/files/570838.jpeg,0,4/4/2019 18:10,Amarone,1,8.00206E+12,TRUE,0.75,AMARONE CLASSICO - MASI COSTASERA ARTIST LABEL 1998,,Italy,FALSE,Veneto,2,2,RED,OTHER BLEND,88.99,,, MASI COSTASERA ARTIST LABEL 1998,14,,FALSE,,,SM,,AMARONE CLASSICO ,IT,,Italy Red Wine,1203,Red Wine,,FALSE,0,88.99,1,FALSE,,,,,,,,,,,amarone classico - masi costasera artist label 1998,,88.99,,0,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,Italy Wine,1043,4.3,,,195.99,,,,,"Every two years Masi chooses an internationally famous artist coming from a country with links to Masi and its wines to create a work of art dedicated to its icon wine, Costasera Amarone, and its historic label. The artist chosen for the 2017 edition is Susan A. Point, the most important representative of Coast Salish Art: the artistic expression of the indigenous people of the west coast of Canada. The labels reproducing her work adorn a selection of bottles of Costasera 2000.
",,,,,160785,,,http://www.bcliquorstores.com/files/160785.jpeg,257,4/4/2019 18:10,Valpolicella,1,8.00206E+12,FALSE,0.75,AMARONE CLASSICO - MASI COSTESERA CONTEMPORY ARTS 2000,,Italy,FALSE,Veneto,2,2,RED,OTHER BLEND,195.99,FALSE,36, MASI COSTESERA CONTEMPORY ARTS 2000,15,,FALSE,,,ST,,AMARONE CLASSICO ,IT,,Italy Red Wine,1203,Red Wine,FALSE,FALSE,0,195.99,0,FALSE,,,,,,,,,,,amarone classico - masi costesera contempory arts 2000,,195.99,,11,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,Italy Wine,1043,3.5,,,62.99,,,,,"95 Points, James Suckling - ""A layered and rich red with plenty of dried orange peel and plum character. So tight and focused. Full body, ultra-fine tannins and a beautiful finish. Drink now or hold."" (October 2017)
",,,,,216085,,,http://www.bcliquorstores.com/files/216085.jpeg,802,4/4/2019 18:10,Amarone,1,8.38547E+11,FALSE,0.75,AMARONE CLASSICO - MONTE DEL FRA LENA DI MEZZO 2013,,Italy,FALSE,Veneto,2,2,RED,OTHER BLEND,62.99,FALSE,61, MONTE DEL FRA LENA DI MEZZO 2013,15,,FALSE,,,ST,,AMARONE CLASSICO ,IT,,Italy Red Wine,1203,Red Wine,FALSE,FALSE,0,62.99,0,FALSE,,,,,,,,,,,amarone classico - monte del fra lena di mezzo 2013,,62.99,,137,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,Italy Wine,1043,3.2,,,44.99,,,,,"Amazing value here! This full-bodied wine displays elegant complexity and incredible balance! Velvety tannins hold together a bouquet of black cherry, stewed plum, thyme and minty aromas, that lead to dark chocolate ganache and dried fruit flavours. A great wine to serve along with ripe and aged cheese, risottos, braised or roasted meats or a wild mushroom ravioli.
",,,,,44784,,,http://www.bcliquorstores.com/files/44784.jpeg,818,4/4/2019 18:10,Amarone,1,8.00205E+12,FALSE,0.75,AMARONE CLASSICO - NEGRAR 2015,,Italy,FALSE,Veneto,2,2,RED,OTHER BLEND,44.99,FALSE,61, NEGRAR 2015,15.5,,FALSE,,,SR,,AMARONE CLASSICO ,IT,,Italy Red Wine,1203,Red Wine,FALSE,FALSE,0,44.99,1,FALSE,,,,,,,,,,,amarone classico - negrar 2015,,44.99,,107,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valpolicella Blend,,Italy Wine,1043,4.4,,,76.99,,,,,"Intense perfume, with predominant hints of red fruits and black cherries in the nose, combined with a peculiar note, typical of the drying process. Characteristic spicy hues, with scents of dark chocolate and tobacco, as well as “goudron” notes arising with maturity. Rich-bodied, soft and persistent on the palate, with well-balanced alcohol, high extract, and a particularly intense mineral note on the finish, enhancing the product’s typicity.
",,,,,215234,,,http://www.bcliquorstores.com/files/215234.jpeg,72,4/4/2019 18:10,Amarone,1,8.03264E+12,FALSE,0.75,AMARONE CLASSICO - NOVAIA CORTE VAONA 2012,,Italy,FALSE,Veneto,2,2,RED,VALPOLICELLA BLEND,76.99,FALSE,8, NOVAIA CORTE VAONA 2012,15,,FALSE,,,ST,,AMARONE CLASSICO ,IT,,Italy Red Wine,1203,Red Wine,FALSE,FALSE,0,76.99,0,FALSE,,,,,,,,,,,amarone classico - novaia corte vaona 2012,,76.99,,5,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,Italy Wine,1043,2.1,,,590,,,,,"96 Points, Wine Advocate - ""Despite this heavy-handed winemaking technique, this is a surprisingly delicate and nuanced wine. The aging process has definitely broken down and assimilated any of the hard edges that come from dried grapes. The wine is polished and tight with a long, silky texture. Drink: 2019 - 2035."" (May 2017)
",,,,,461277,,,http://www.bcliquorstores.com/files/461277.jpeg,8,4/4/2019 18:10,Amarone,1,8.03387E+12,FALSE,0.75,AMARONE CLASSICO - QUINTARELLI 2007,,Italy,FALSE,Veneto,2,2,RED,OTHER BLEND,590,,3, QUINTARELLI 2007,16.5,,FALSE,,,SM,,AMARONE CLASSICO ,IT,,Italy Red Wine,1203,Red Wine,,FALSE,0,590,0,FALSE,,,,,,,,,,,amarone classico - quintarelli 2007,,590,,8,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valpolicella Blend,,Italy Wine,1043,3.4,,,60.99,,,,,"93 Points, James Suckling - ""A red with dried fruits such as raisins and sultanas. Full-bodied, round and fruity. Soft, velvety tannins and a flavorful finish. Very classic style of Amarone."" (October 2015)
",,,,,494393,,,http://www.bcliquorstores.com/files/494393.jpeg,1595,4/4/2019 18:10,Amarone,1,8.00465E+12,FALSE,0.75,AMARONE CLASSICO - TOMMASI 2013,,Italy,FALSE,Veneto,2,2,RED,VALPOLICELLA BLEND,60.99,,114, TOMMASI 2013,15,,FALSE,,,G,,AMARONE CLASSICO ,IT,,Italy Red Wine,1203,Red Wine,,FALSE,0,60.99,0,FALSE,,,,,,,,,,,amarone classico - tommasi 2013,,60.99,,257,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,Italy Wine,1043,3.7,,,75.99,,,,,"94 Points, Wine Advocate - ""This is a beautiful wine by the technical winemaking team at Masi. The bouquet is redolent of dried blackberry and plum with spice, barbecue smoke and cured meat. The wine is textured and powerful in terms of mouthfeel with a thick coating of dark flavors that wrap thickly over the palate. Drink: 2017 - 2030.” (May 2017)
",,,,,401315,,,http://www.bcliquorstores.com/files/401315.jpeg,181,4/4/2019 18:10,Amarone,1,8.00206E+12,FALSE,0.75,AMARONE CLASSICO RISERVA - MASI COSTASERA 2012,,Italy,FALSE,Veneto,2,2,RED,OTHER BLEND,75.99,FALSE,24, MASI COSTASERA 2012,15.5,,FALSE,,,ST,,AMARONE CLASSICO RISERVA ,IT,,Italy Red Wine,1203,Red Wine,FALSE,FALSE,0,75.99,0,FALSE,,,,,,,,,,,amarone classico riserva - masi costasera 2012,,75.99,,35,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortified Wine,1036,3.3,,,7.99,,,,Other Grape Variety,"Dark tawny in colour with a bouquet of almonds, nuts, dried fruit and prunes. A rich nutty palate with notes of creamy honey on a lingering finish.
",,,,,5579,,,http://www.bcliquorstores.com/files/5579.jpeg,1340,4/4/2019 18:10,,1,48162002814,FALSE,0.75,ANDRES - GOLDEN CREAM,,Canada,FALSE,,2,2,WHITE,OTHER GRAPE VARIETY,7.99,FALSE,103, GOLDEN CREAM,20,,FALSE,,,G,,ANDRES ,CA,,Other Fortified Domestic Wine,1145,White Wine,FALSE,FALSE,0,7.99,8,FALSE,,,,,,,,,,,andres - golden cream,,7.99,,29,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortified Wine,1036,3.1,,,7.49,,,,Other Grape Variety,FALSE,,,,,7831,,,http://www.bcliquorstores.com/files/7831.jpeg,2404,4/4/2019 18:10,,1,48162002791,FALSE,0.75,ANDRES - MEDIUM DRY,,Canada,FALSE,,2,2,WHITE,OTHER GRAPE VARIETY,7.49,FALSE,129, MEDIUM DRY,22,,FALSE,,,G,,ANDRES ,CA,,Other Fortified Domestic Wine,1145,White Wine,FALSE,FALSE,0,7.49,6,FALSE,,,,,,,,,,,andres - medium dry,,7.49,,33,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Canada - BC,1028,,,,,,,,Other Grape Variety,,,,,,260620,,,,0,4/4/2019 18:10,,1,48162012066,TRUE,0.375,ANDREW PELLER - PRIVATE RESERVE RIESLING ICEWINE 06/07,,Canada,FALSE,,4,4,WHITE,OTHER GRAPE VARIETY,,FALSE,, PRIVATE RESERVE RIESLING ICEWINE 06/07,8.5,,FALSE,,,SR,,ANDREW PELLER ,CA,,Canada - BC Ice Wine,1083,Ice Wine,FALSE,FALSE,2,,10,,,,,,,,,,,,andrew peller - private reserve riesling icewine 06/07,,,,,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabernet Franc,,France Wine,1037,3.2,,,19.99,,,,,"A floral and fruity Anjou red wine with strawberries and spicy aromas. Dry, medium tannins on the palate. A subtle and complex wine. Chill wine slightly and pair with beef, pork, game, poultry or mild and soft cheeses.
",,,,,214745,,,http://www.bcliquorstores.com/files/214745.jpeg,408,4/4/2019 18:10,Anjou / Saumur,1,3.17678E+12,FALSE,0.75,ANJOU - CHATEAU DE CHAMPTELOUP 2016,,France,FALSE,Loire,2,2,RED,CABERNET FRANC,19.99,FALSE,31, CHATEAU DE CHAMPTELOUP 2016,12.5,,FALSE,,,SR,,ANJOU ,FR,,France Red Wine,1152,Red Wine,FALSE,FALSE,0,19.99,0,FALSE,,,,,,,,,,,anjou - chateau de champteloup 2016,,19.99,,19,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,France Wine,1037,3.4,,,20.99,,,,Chenin Blanc,"Aromas of acacia, elderflower and grapefruit flowers with a hint of cinnamon. Flavours of peach & lychee with a long citrusy finish.
",,,,,421123,,,http://www.bcliquorstores.com/files/421123.jpeg,329,4/4/2019 18:10,Anjou / Saumur,1,3.43452E+12,FALSE,0.75,ANJOU CHENIN - CHATEAU DE LA ROCHE BOUSSEAU 2015,,France,FALSE,Loire,2,2,WHITE,CHENIN BLANC,20.99,FALSE,32, CHATEAU DE LA ROCHE BOUSSEAU 2015,12.5,,FALSE,,,ST,,ANJOU CHENIN ,FR,,France White Wine,1155,White Wine,FALSE,FALSE,0,20.99,0,FALSE,,,,,,,,,,,anjou chenin - chateau de la roche bousseau 2015,,20.99,,51,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Italy Wine,1043,4.4,,TRUE,16.99,,,2019-04-01T00:00:00.000-07:00,,"Soft and compact foam with a fine and persistent perlage. Pale yellow with green nuances. Intense fragrance, aromatic with hints of orange and peach. Fine and velvety, sweet, harmonic and persistent aromas.
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,266437,TRUE,,http://www.bcliquorstores.com/files/266437.jpeg,1905,4/4/2019 18:10,Other,1,6.2699E+11,FALSE,0.75,ANNA SPINATO - MOSCATO SPUMANTE DOLCE ORGANIC,,Italy,FALSE,Veneto,3,3,NOT APPLICABLE,NOT APPLICABLE,16.99,TRUE,117, MOSCATO SPUMANTE DOLCE ORGANIC,7,,FALSE,On Sale,,SR,,ANNA SPINATO ,IT,,Italy Sparkling Wine,1205,Sparkling Wine,FALSE,FALSE,0,15.99,5,FALSE,,,,,,,,,,,anna spinato - moscato spumante dolce organic,,15.99,2019-04-27T00:00:00.000-07:00,140,Wine,1005,8.0112E+12,,,,,,Organic,,,,,,,,,,,,,,,,,,,,,,,
,,Italy Wine,1043,4.1,Savvy Savings,TRUE,17.99,,,2019-04-01T00:00:00.000-07:00,Other Blend,"Notes of rose petals and acacia with sweet aromas of creamed honey, fresh pears, apricot and yellow apples. Plenty of juicy fruit and sweet citrus flavours.
",2019-04-01T00:00:00.000-07:00,Savvy Savings,On Sale,2019-04-27T00:00:00.000-07:00,374769,TRUE,Savvy Savings,http://www.bcliquorstores.com/files/374769.jpeg,6136,4/4/2019 18:10,,1,8.0112E+12,FALSE,0.75,ANNA SPINATO - PROSECCO BRUT ORGANIC,,Italy,FALSE,Prosecco,2,2,WHITE,OTHER BLEND,17.99,TRUE,190, PROSECCO BRUT ORGANIC,11,,FALSE,Savvy Savings,On Sale,SR,,ANNA SPINATO ,IT,,Prosecco Wine,1207,White Wine,FALSE,FALSE,0,16.99,0,FALSE,/promotion/2019-apr-savvy-savings,Savvy Savings - April,2019APRSAVVYSAVINGS,TRUE,Savvy Savings,/promotion/2019-apr-savvy-savings,Savvy Savings - April,2019APRSAVVYSAVINGS,TRUE,Savvy Savings,anna spinato - prosecco brut organic,,16.99,2019-04-27T00:00:00.000-07:00,687,Wine,1005,8.0112E+12,,,,,,Organic,,,,,,,,,,,,,,,,,,,,,,,
,,Italy Wine,1043,4.2,,TRUE,16.99,,,2019-04-01T00:00:00.000-07:00,,"With gentle suggestions of crushed rose petals, raspberries and berry compote, this dry, restrained sparkling is full of finesse.
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,623306,TRUE,,http://www.bcliquorstores.com/files/623306.jpeg,2294,4/4/2019 18:10,Other,1,6.2699E+11,FALSE,0.75,ANNA SPINATO - SPUMANTE BRUT ROSE ORGANIC,,Italy,FALSE,Veneto,2,2,ROSE,NOT APPLICABLE,16.99,TRUE,174, SPUMANTE BRUT ROSE ORGANIC,11.5,,FALSE,On Sale,,SR,,ANNA SPINATO ,IT,,Italy Sparkling Wine,1205,Sparkling Wine,FALSE,FALSE,0,15.99,0,FALSE,,,,,,,,,,,anna spinato - spumante brut rose organic,,15.99,2019-04-27T00:00:00.000-07:00,303,Wine,1005,8.0112E+12,,,,,,Organic,,,,,,,,,,,,,,,,,,,,,,,
Nebbiolo,,Italy Wine,1043,3.6,,,63.99,,,,,"96+ Points, Vinous - ""The Barbaresco Riserva Montefico shows all the energy and focus that is typical of this great site...Bright saline-infused notes lead to wild flowers and an exotic mélange of red fruits in this beautifully delineated, vivid Barbaresco. All the elements are simply in the right place."" (October 2017)
",,,,,352740,,,http://www.bcliquorstores.com/files/352740.jpeg,0,4/4/2019 18:10,Barbaresco,1,6.65529E+11,TRUE,0.75,ARBARESCO RISERVA - PRODUTTORI DEL BARBARESCO MONTEFICO 2013,,Italy,FALSE,Piedmont,3,3,RED,NEBBIOLO,63.99,FALSE,, PRODUTTORI DEL BARBARESCO MONTEFICO 2013,14,,FALSE,,,SM,,ARBARESCO RISERVA ,IT,,Italy Red Wine,1203,Red Wine,FALSE,FALSE,0,63.99,0,FALSE,,,,,,,,,,,arbaresco riserva - produttori del barbaresco montefico 2013,,63.99,,3,Wine,1005,6.65529E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,France Wine,1037,3.9,,,17.99,,,,Chardonnay,"This solid white has wafts of honeycomb, crisp Bosc pears, lemon citrus and toasted spices that tickle the nose. The palate is creamy and nicely balanced with mouth-watering acidity and a hint of oak. The finish lingers on notes of vanilla, butter, citrus and spice.
",,,,,132498,,,http://www.bcliquorstores.com/files/132498.jpeg,1471,4/4/2019 18:10,Other,1,3.26861E+11,FALSE,0.75,ARDECHE CHARDONNAY - LOUIS LATOUR,,France,FALSE,Rhone,2,2,WHITE,CHARDONNAY,17.99,FALSE,95, LOUIS LATOUR,13,,FALSE,,,G,,ARDECHE CHARDONNAY ,FR,,France White Wine,1155,White Wine,FALSE,FALSE,0,17.99,0,FALSE,,,,,,,,,,,ardeche chardonnay - louis latour,,17.99,,82,Wine,1005,26861100109,26861000218,3.56692E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syrah / Shiraz,,France Wine,1037,3.9,,,13.49,,,,,"If you’re a fan of silky Northern Rhône Syrahs like Saint-Joseph and Crozes-Hermitage, this deliciously affordable wine is for you. This wine has lots of characteristic Northern Rhône black pepper spice and savoury complexity, but it actually comes from vineyards just outside Saint-Joseph, hence the great price.
",,,,,188474,,,http://www.bcliquorstores.com/files/188474.jpeg,1838,4/4/2019 18:10,Other,1,3.33145E+12,FALSE,0.75,ARDECHE SYRAH - SAINT DESIRAT,,France,FALSE,Rhone,2,2,RED,SYRAH/SHIRAZ,13.49,FALSE,129, SAINT DESIRAT,12,,FALSE,,,SR,,ARDECHE SYRAH ,FR,,France Red Wine,1152,Red Wine,FALSE,FALSE,0,13.49,0,FALSE,,,,,,,,,,,ardeche syrah - saint desirat,,13.49,,137,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,Argentina Wine,1025,4.4,Wines of Argentina,TRUE,28.99,,,2019-04-01T00:00:00.000-07:00,,"93 Points, Wine Enthusiast: ""This blend of Cab Sauvignon, Malbec and Cabernet Franc is flush while displaying a firm grip. Flavors of vanilla, mocha, black cherry and blackberry finish deep and with a lasting hint of fig. Drink through 2024."" (October 2017)
",2019-04-01T00:00:00.000-07:00,Wines of Argentina,On Sale,2019-04-27T00:00:00.000-07:00,814822,TRUE,Wines of Argentina,http://www.bcliquorstores.com/files/814822.jpeg,1330,4/4/2019 18:10,,1,7.79076E+12,FALSE,0.75,ARGENTINA RED - MASCOTA UNANIME MENDOZA UCO VALLEY 2015,,Argentina,FALSE,,2,2,RED,OTHER BLEND,28.99,FALSE,75, MASCOTA UNANIME MENDOZA UCO VALLEY 2015,14.5,,FALSE,Wines of Argentina,On Sale,SR,,ARGENTINA RED ,AR,,Argentina Red Wine,1060,Red Wine,FALSE,FALSE,0,26.79,0,FALSE,/promotion/2019-apr-wines-of-argentina,Wines of Argentina,2019APRWINESOFARGENTINA,TRUE,Wines of Argentina,/promotion/2019-apr-wines-of-argentina,Wines of Argentina,2019APRWINESOFARGENTINA,TRUE,Wines of Argentina,argentina red - mascota unanime mendoza uco valley 2015,,26.79,2019-04-27T00:00:00.000-07:00,89,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,Argentina Wine,1025,4.7,,,39.97,,,,,"Tasting fantastic at 5 years of age, this top awarded red from Zuccardi is a blend of mostly Malbec with small amounts of Cabernet Sauvignon and Ancellotta. Awarded Platinum, Best in Show by the Decanter, World Wine Awards 2016.
",,New Product,,,848705,,,http://www.bcliquorstores.com/files/848705.jpeg,46,4/4/2019 18:10,,1,7.79173E+12,FALSE,0.75,ARGENTINA RED - ZUCCARDI TITO PARAJE ALTAMIRA UCO VLY 2013,,Argentina,FALSE,,3,3,RED,OTHER BLEND,39.97,FALSE,5, ZUCCARDI TITO PARAJE ALTAMIRA UCO VLY 2013,13.5,,FALSE,New Product,,ST,,ARGENTINA RED ,AR,,Argentina Red Wine,1060,Red Wine,FALSE,FALSE,0,39.97,0,TRUE,,,,,,,,,,,argentina red - zuccardi tito paraje altamira uco vly 2013,,39.97,,50,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Argentina Wine,1025,4,,,10.99,,,,,"Amenni wines are to be enjoyed young and all the time with all kinds of menu. Slightly sweet yet crisp, the taste of red berries and a fruitiness gives this great linger. A good sipper or try with pasta salads, grilled chicken or roast of ham.",,BCL Select,,,237245,,,http://www.bcliquorstores.com/files/237245.jpeg,4834,4/4/2019 18:10,,1,7.79031E+12,FALSE,0.75,ARGENTINA ROSE - AMENNI,,Argentina,FALSE,,2,2,ROSE,NOT APPLICABLE,10.99,FALSE,137, AMENNI,11.7,,TRUE,BCL Select,,C,,ARGENTINA ROSE ,AR,,Argentina Rose Wine,1061,Rose Wine,FALSE,FALSE,0,10.99,1,FALSE,,,,,,,,,,,argentina rose - amenni,,10.99,,25,Wine,1005,7.79031E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Argentina Wine,1025,3.9,,,10.99,,,,Other Blend,"Very aromatic, this combination of Chardonnay and Torrontes offers a lot of citrus flavour and fruitiness to enjoy. Try with everyday menus, grilled fare, pasta dishes and seafood.
",,BCL Select,,,169389,,,http://www.bcliquorstores.com/files/169389.jpeg,6963,4/4/2019 18:10,,1,7.79031E+12,FALSE,0.75,ARGENTINA WHITE - AMENNI 2017,,Argentina,FALSE,,2,2,WHITE,OTHER BLEND,10.99,FALSE,138, AMENNI 2017,11.7,,TRUE,BCL Select,,C,,ARGENTINA WHITE ,AR,,Argentina White Wine,1063,White Wine,FALSE,FALSE,0,10.99,1,FALSE,,,,,,,,,,,argentina white - amenni 2017,,10.99,,32,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,USA Wine,1052,4,,,40.99,,,,,"91 Points, Wine Spectator - ""Vibrant and floral apple and cherry aromas lead to layered and lively cinnamon, fresh ginger and spice flavours that linger on the long finish.",,,,,124812,,,http://www.bcliquorstores.com/files/124812.jpeg,294,4/4/2019 18:10,,1,7.21676E+11,FALSE,0.75,ARGYLE - VINTAGE BRUT 2014,,USA,FALSE,Oregon,2,2,NOT APPLICABLE,NOT APPLICABLE,40.99,FALSE,16, VINTAGE BRUT 2014,12.5,,FALSE,,,ST,,ARGYLE ,US,,USA Sparkling Wine,1278,Sparkling Wine,FALSE,FALSE,0,40.99,1,FALSE,,,,,,,,,,,argyle - vintage brut 2014,,40.99,,7,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,France Wine,1037,4,,,355.99,,,,Other Blend,"93 Points, Wine Advocate - ""The NV Brut (Gold) opens with lovely matured brioche, toast and ripe fruit flavors. Fresh, pure and elegant on the palate, with beautifully matured flavors and an elegant creaminess. The wine reveals good grip and mineral tension. Drink: 2018 - 2030."" (June 2018)
",,,,,647297,,,http://www.bcliquorstores.com/files/647297.jpeg,169,4/4/2019 18:10,,1,8.13497E+11,FALSE,0.75,ARMAND DE BRIGNAC - BRUT LIMITED EDITION GOLD,,France,FALSE,Champagne,2,2,WHITE,OTHER BLEND,355.99,,19, BRUT LIMITED EDITION GOLD,12.5,,FALSE,,,ST,,ARMAND DE BRIGNAC ,FR,,France Champagne Wine,1150,Sparkling Wine,,FALSE,0,355.99,1,FALSE,,,,,,,,,,,armand de brignac - brut limited edition gold,,355.99,,207,Wine,1005,8.13497E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,Australia Wine,1026,3.6,,,18.99,,,,,"This wine pays homage to Australia's ""Rum Rebellion"" and thus a portion has been aged for 30 days in rum barrels. Dark with jammy flavours and a smoky finish.
",,BCL Select,,,145332,,,http://www.bcliquorstores.com/files/145332.jpeg,1451,4/4/2019 18:10,,1,12354001930,FALSE,0.75,AUSTRALIA RED - 19 CRIMES THE UPRISING,,Australia,FALSE,Victoria,2,2,RED,OTHER BLEND,18.99,FALSE,81, 19 CRIMES THE UPRISING,15,,TRUE,BCL Select,,C,,AUSTRALIA RED ,AU,,Australia Red Wine,1068,Red Wine,FALSE,FALSE,0,18.99,0,FALSE,,,,,,,,,,,australia red - 19 crimes the uprising,,18.99,,20,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,Australia Wine,1026,4,,,10.99,,,,,"A delicious blend of red grape varieties; rich ripe blackcurrant and spice, delivering a long, satisfying finish.
",,,,,325787,,,http://www.bcliquorstores.com/files/325787.jpeg,6376,4/4/2019 18:10,,1,7.64254E+11,FALSE,0.75,AUSTRALIA RED - MCGUIGAN BLACK LABEL,,Australia,FALSE,South Eastern Australia,2,2,RED,OTHER BLEND,10.99,FALSE,194, MCGUIGAN BLACK LABEL,12,,FALSE,,,G,,AUSTRALIA RED ,AU,,Australia Red Wine,1068,Red Wine,FALSE,FALSE,0,10.99,0,FALSE,,,,,,,,,,,australia red - mcguigan black label,,10.99,,342,Wine,1005,7.64254E+11,7.64254E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,Australia Wine,1026,4,,,10.97,,,,,"A delicious blend of red grape varieties; rich ripe blackcurrant and spice, delivering a long satisfying finish. Pair with beef, lamb, spicy food, and poultry.
",,,,,765065,,,http://www.bcliquorstores.com/files/765065.jpeg,32,4/4/2019 18:10,,1,9.31042E+12,FALSE,0.75,AUSTRALIA RED - THE FORBIDDEN RED,,Australia,FALSE,South Eastern Australia,3,3,RED,OTHER BLEND,10.97,FALSE,7, THE FORBIDDEN RED,13,,FALSE,,,ST,,AUSTRALIA RED ,AU,,Australia Red Wine,1068,Red Wine,FALSE,FALSE,0,10.97,1,FALSE,,,,,,,,,,,australia red - the forbidden red,,10.97,,118,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
