name,summary,sku,url,country,region,style,grape,rating,tasting_notes,food_pairings,price
La Stella Winery Moscato d'Osoyoos  500 mL,La Stella  Moscato d'Osoyoos 2012 500ml,565333,https://www.everythingwine.ca/la-stella-moscato-2012,Canada,BC - Okanagan Valley,White,Muscat,,,,$22.98 
Cono Sur  Viognier 750 mL,"Fresh and lively, this wine, with concentrated stone fruit flavours, is fresh, tasty, full and savoury. A unique golden colour with intense aromas and notes of ripe apricot.",566836,https://www.everythingwine.ca/cono-sur-viognier,Chile,Colchagua Valley,White,Viognier,72%,"Dressed in a beautiful medium golden colour, characteristic of this variety, this Viognier exhibits sweet fruity aromas of apricots, citrus and peaches, combined with pleasant oak notes. Fresh and lively in mouth, this wine, with concentrated stone fruit flavours, is fresh, tasty, full and savoury. Of great character, density and structure, with a good acidity level and great persistence.","This is a well-suited wine for dishes that may seem hard to pair, such as sweet-and-sour preparations (glazed ham, Teriyaki sauce, etc.). Other suggestions are spicy Chinese noodles with shrimp, falafel, pasta with peas, chicken and ricotta, and crispy fried chicken sandwich.",$10.99 
Lake Breeze Vineyards Pinot Gris 750 mL ,Lake Breeze Vineyards Pinot Gris 750 mL,568709,https://www.everythingwine.ca/lake-breeze-pinot-gris,Canada,BC - Okanagan Valley,White,Pinot Gris,,,,$21.39 
Luca  Altos de Mendoza Chardonnay 2016 750 mL,"Brought to you by Laura Catena, Managing Director of Catena Zapata, which is also a pioneer winery of Argentina in high altitude and high-end wines. The Critically acclaimed Luca estates are back with this delicious 2016 Chardonnay, offering enticing aromas of lemon crème, baking spices and a minerality in its long finish. Perfect to be enjoyed on its own or shellfish and pork dishes. ",569277,https://www.everythingwine.ca/luca-chardonnay,Argentina,Mendoza,White,Chardonnay,,"Beautiful pale gold color with enticing aromas of lemon crème, baking spices and a minerality in its long finish. The aromas carry through to the palate, and are joined by hints of white peach flavors, spiced baked pear, and a stony/mineral flavor that creates a stylish wine which appears part New and part Old World. This wine will age well for years in a cellar.","Pairs well with most fish, crab, chicken and even many pork dishes. Particularly recommended with dishes using sautéed wild mushrooms or butter sauces.","
                            $45.49                        "
Ravenswood  Vintners Blend Chardonnay 750 mL,"Golden yellow in colour, this white boasts a intense nose exuding woody, floral and fruity aromas. Discover this medium-bodied wine expressing refreshing acidity and offering a full-bodied texture. It also unveils a medium mouthfeel that leads into a medium finish.",571489,https://www.everythingwine.ca/ravenswood-vintners-chardonnay,USA,California,White,Chardonnay,,,,$19.98 
Paul Hobbs Crossbarn Chardonnay 750 mL,Paul Hobbs Crossbarn Chardonnay 750 mL,573451,https://www.everythingwine.ca/paul-hobbs-crossbarn-chard,USA,California - Russian River,White,Chardonnay,,"Glistening straw yellow with a faint green hue and fragrant aromas of white flower, Asian pear, and wet stone underpin the wine’s expression of its true Sonoma Coast roots. Alluring stone fruit flavors carry the palate along with hints of citrus and honeysuckle that evolve into a creamy mid-palate before ending in a long, clean finish with crisp acidity.",,$42.98 
Cono Sur  Block 5 Single Vineyard Chardonnay 750 mL,Cono Sur  Single Vineyard Block 5 Chardonnay 750ml,57463,https://www.everythingwine.ca/cono-sur-block-5-chardonnay,Chile,Casablanca Valley,White,Chardonnay,,,,$25.98 
McGuigan Black Label Pinot Grigio 750 mL,McGuigan Black Label Pinot Grigio 750 mL,576306,https://www.everythingwine.ca/mcguigan-black-label-grigio,Australia,South Eastern Australia,White,Pinot Grigio,100%,,,$10.99 
Concha Y Toro  Casillero del Diablo Sauvignon Blanc 750 mL,Concha Y Toro  Casillero del Diablo Sauvignon Blanc 750 mL,578641,https://www.everythingwine.ca/concha-y-toro-cd-sauv-blanc,Chile,Maipo Valley,White,Sauvignon Blanc,,,,$13.99 
Bodacious White White Blend 3.0 L,"Rich, crisp and fruit-forward, Bodacious Smooth White is blend of Sauvignon Blanc and Moscato that opens up with aromas of tropical fruit, citrus and peach.",579037,https://www.everythingwine.ca/bodacious-white-3-litre,Canada,Canada,White,White Blend,,,,$32.49 
Kono  Marlborough Sauvignon Blanc 750 mL,Kono Sauvignon Blanc 750ml,58032,https://www.everythingwine.ca/kono-sauvignon-blanc,New Zealand,Marlborough,White,Sauvignon Blanc,,,,$17.29 
Domane Wachau Terraces Gruner Veltliner 750 mL,Domane Wachau Terraces Gruner Veltliner 750 mL,583955,https://www.everythingwine.ca/domane-wachau-terraces,Austria,Other,White,Gruner Veltliner,,"Bright greenish yellow; Offering enticing aromas of white pepper, delicate herbal notes, tropical fruits and hints of ripe yellow apple; Medium bodied with a crisp acidity, very harmonious, juicy fruits and spicy in the finish. A characteristic Federspiel, balanced and very typical.","A perfect accompaniment to the traditional Austrian cusine such as the famous “Wiener Schnitzel” as well as fish, seafood and poultry.",$19.99 
Quails' Gate Estate Winery White Blend 750 mL,"A British Columbia favourite, this white blend is made to compliment those long summer days. With soft notes of spring meadows and white flowers, along with fresh orchard fruit notes, including apples, pears and nectarines this is one of the most iconic wines from the Quails Gate winery.",585737,https://www.everythingwine.ca/quails-gate-chasselas-blend,Canada,BC - Okanagan Valley,White,White Blend,,"While enjoying this white blend you will enjoy soft notes of spring meadows and white flowers, along with fresh orchard fruit notes, including apples, pears and nectarines.","Known for its versatility this wine is fantastic chilled on its own or with a range of light dishes. Why not try it yourself with fish tacos, summer salads with fresh fruit or sweet onion soup.",$17.99 
Quails' Gate Estate Winery Gewurztraminer 750 mL,Quails' Gate Estate Winery Gewurztraminer 750ml,585745,https://www.everythingwine.ca/quails-gate-gewurztraminer,Canada,BC - Okanagan Valley,White,Gewurztraminer,,,,$16.99 
Terra Burdigala Les Mireilles  Bordeaux Blanc 750 mL,Terra Burdigala Les Mireilles  Bordeaux Blanc 750 mL,586834,https://www.everythingwine.ca/burdigala-les-mireilles-blanc,France,Bordeaux - Pomerol,White,White Blend,,,,$23.98 
Cycles Gladiator Chardonnay 750 mL,Cycles Gladiator Chardonnay 750 mL,587261,https://www.everythingwine.ca/cycles-gladiator-chardonnay,USA,California - Central Coast,White,Chardonnay,,,,$22.98 
Sola Nero White  White Blend 4.0 L,"Pale straw colour; pleasant apple-lemon aromas with sweet vanilla notes; soft, fruity, crisp and clean flavour with good balance on the pleasant finish.",587584,https://www.everythingwine.ca/sola-white-4l,Canada,Canada,White,White Blend,,,,$31.49 
Bethany G6 Riesling 750ml,Bethany G6 Riesling 750ml,587667,https://www.everythingwine.ca/bethany-g6-riesling,Australia,Barossa,White,Riesling,,"Appealing vibrant varietal aromas of grapefruits, limes and lemon peel with a delicate floral overtone. Tastes of fresh, classic citrus flavours with hints of granny smith apples.",Ideal accompaniment with natural oysters and a fresh garden salad. Perfect with salt and pepper squid.,$17.99 
Louis Bernard  Cote Du Rhone Blanc 750 ml,Louis Bernard  Cote Du Rhone Blanc 750 ml,589432,https://www.everythingwine.ca/l-bernard-cote-du-rhone-white,France,Rhone,White,White Blend,,,,$17.99 
Yalumba Virgilius  Viognier 750 mL,Yalumba Virgilius  Viognier 750 mL,591214,https://www.everythingwine.ca/yalumba-virgilius-viognier,Australia,Eden Valley,White,Viognier,,,,$64.98 
Montalto  Pinot Grigio 750ml,Montalto  Pinot Grigio 750ml,592964,https://www.everythingwine.ca/montalto-pinot-grigio,Italy,Sicily,White,Pinot Grigio,,,,$12.99 
Sumac Ridge  Private Reserve Sauvignon Blanc 750 mL,Sumac Ridge  Private Reserve Sauvignon Blanc 750ml,593087,https://www.everythingwine.ca/sumac-ridge-pr-sauvignon-blanc,Canada,BC - Okanagan Valley,White,Sauvignon Blanc,,,,$12.99 
Jackson-Triggs Reserve Sauvignon Blanc 750 mL,J-Triggs Oka PR Sauvignon Blan 750ml,593111,https://www.everythingwine.ca/j-triggs-oka-pr-sauvignon-blan,Canada,BC - Okanagan Valley,White,Sauvignon Blanc,,"This crisp and refreshing Sauvignon Blanc has notes of gooseberry and grapefruit on both the nose and palate, with subtle hints of fresh grass.","This wine pairs perfectly with creamy seafood dishes, a multitude of pasta’s and various semi-soft cheeses. It can also complement a light meal such as grilled chicken and vegetables.",$11.99 
Wayne Gretzky Estates Pinot Grigio 750 mL,Wayne Gretzky Estates Pinot Grigio 750 mL,5934,https://www.everythingwine.ca/wayne-gretzky-pinot-grigio,Canada,BC - Okanagan Valley,White,Pinot Grigio,,Light and crisp! Refreshing fruit flavours of green apple and citrus dance on the palate and linger through on the finish.,"Enjoy with steamed mussels, sushi, shrimp skewers, light cold pasta salads or roasted chicken.",$14.99 
Toasted Head  Chardonnay 750 mL,"This chardonnay with its full, broad finish boasts aromas of bourbon, butterscotch, white peach, and Asian pear with a palate of creamy toast and peachy caramelized custard flavors. Fantastic with braised meats, salmon and pasta dishes this Chardonnay is one of our customer favourites and a great wine from the Toasted head winery.",594341,https://www.everythingwine.ca/toasted-head-chardonnay,USA,California - Dunnigan Hills,White,Chardonnay,100%,"Aromas of bourbon, butterscotch, white peach, and Asian pear greet you on pouring this wine leading to a palate of creamy toast and peachy caramelized custard flavors which are then complemented by a clean, hot finish.","This chardonnay with its full, broad finish makes it a great accompaniment to braised meets such as lamb shank and pork loin, smoked salmon or a pasta dish with a creamy cajun sauce.",$17.99 
Circus  Torrontes 750 mL,Circus  Torrontes 750 mL,594895,https://www.everythingwine.ca/circus-torrontes,Argentina,Mendoza,White,Torrontes,,,,$8.98 
Kettle Valley Winery Gewurztraminer 750 mL ,"Pretty pretty pretty, then kapow. A generous, ornate nose of lychee and honeyed flowers precede a 2-plane-seat body and a gingery finish with a whiff of glorious booze. Alsace is clearly the inspiration but this is lighter on its feet and cleaner, the hedonism is all on the front end. This wine hopes you order spring rolls.",595488,https://www.everythingwine.ca/kettle-valley-gewurztraminer,Canada,BC - Okanagan Valley,White,Gewurztraminer,,,,$19.98 
Hardy's  Stamp Riesling/Gewurztraminer 1.5L,Hardy's  Stamp Riesling/Gewurztraminer 1.5L,596981,https://www.everythingwine.ca/hardy-s-stamp-riesling-gewurzt-1,Australia,South Australia,White,White Blend,,,,$18.98 
St. Urbans-Hof Nik Weis  Old Vines Riesling 750 mL,St Urbans-Hof Riesling 750 mL,597997,https://www.everythingwine.ca/st-urbans-hof-riesling,Germany,Mosel,White,Riesling,,,,$26.99 
"Loosen Bros,  'Dr L' Riesling 750 mL","Loosen Bros,  'Dr L' Riesling 750 mL",599274,https://www.everythingwine.ca/loosen-dr-l-riesling,Germany,Mosel,White,Riesling,,,,$15.99 
Chaberton Estate Winery Cuvee Blanc White Blend 4.0 L,Domaine de Chaberton  Cuvee Blanc White Blend 4.0L,599324,https://www.everythingwine.ca/chaberton-cuvee-blanc-4l,Canada,BC - Fraser Valley,White,White Blend,,,,$45.98 
Road 13 Vineyards Honest John's White White Blend 750 mL , ,601070,https://www.everythingwine.ca/road-13-honest-john-s-white,Canada,BC - Okanagan Valley,White,White Blend,,,,$16.49 
Veramonte Sauvignon Blanc 750 ml,Veramonte Sauvignon Blanc 750 ml,602649,https://www.everythingwine.ca/veramonte-sauvignon-blanc,Chile,Casablanca Valley,White,Sauvignon Blanc,,,,$13.98 
Trimbach Riesling Frederic Emile750ml,Trimbach Riesling Frederic Emile750ml,603761,https://www.everythingwine.ca/trimbach-riesling-frederic-emi,France,Alsace,White,Riesling,,"Deep, complex, enveloping aromas of honey and beeswax alongside lime, greengage and cooking apple fruit. There's an almost gamey mature richness in the background. In the mouth, excitingly tingly, lively and brisk, with loads of complex nuances. Crisp and bone dry with lime zest and a hint of grapefruit, it also has distinctly honeyed richness. Fabulous texture and length of flavour.","White meats, game birds or delicate mushroom dishes. This has the guts to stand up to some bold flavours, but have a glass on its own to appreciate all its delicate nuances.",$83.99 
Bougrier 'Douce' Vouvray 750 mL,Bougrier 'Douce' Vouvray 750 mL,60525,https://www.everythingwine.ca/bougrier-douce-vouvray,France,Loire,White,Chenin Blanc,,"The nose reveals aromas of peach, citrus and pear. On the palate, it offers a tasty vivacity that gives it an excellent aptitude for aging, but also relief through its ample and caressing mouth. The finish is long and recalls some sweet aromas including honeydew melon and quince.","Fish in white sauces, seafood platters and shellfish or just a goats cheese selection.",$25.98 
14 Hands Pinot Grigio 750 mL,14 Hands Pinot Grigio 750 mL,610683,https://www.everythingwine.ca/14-hands-pinot-grigio,USA,Washington,White,Pinot Grigio,,,,$25.98 
Lindemans  Bin 65 Chardonnay 1.5 L,Lindemans  Bin 65 Chardonnay 1.5 L,610758,https://www.everythingwine.ca/lindemans-bin-65-chard-1-5l,Australia,South Eastern Australia,White,Chardonnay,,,,$24.98 
Penfolds  Rawsons Retreat  Chardonnay 750 mL,Penfolds  Rawsons Retreat  Chardonnay 750 mL,611202,https://www.everythingwine.ca/rawsons-retreat-chardonnay,Australia,South Australia,White,Chardonnay,,,,$12.98 
Bollini  Pinot Grigio 750ml,Bollini Pinot Grigio750ml,611723,https://www.everythingwine.ca/bollini-pinot-grigio,Italy,Trentino-Alto Adige,White,Pinot Grigio,,,,$25.98 
Tormaresca  Chardonnay 750ml,Tormaresca  Chardonnay 750ml,612028,https://www.everythingwine.ca/tormaresca-chardonnay,Italy,Puglia,White,Chardonnay,,,,$17.98 
Pfaffenheim  Gewurztraminer 750ml,Pfaffenheim  Gewurztraminer 750ml,612119,https://www.everythingwine.ca/pfaffenheim-gewurztraminer,France,Alsace,White,Gewurztraminer,,,,$21.99 
Craggy Range  Te Muna Sauvignon Blanc 750 mL,Craggy Range Te Muna Sauvignon Blanc 750 mL,614420,https://www.everythingwine.ca/craggy-range-sauv-blanc,New Zealand,Martinborough,White,Sauvignon Blanc,100%,,,$26.99 
Peller Estates  Proprietors Reserve White 4.0 L,Peller Prop Res  White 4 L,61499,https://www.everythingwine.ca/peller-prop-res-white-2,Canada,Canada,White,White Blend,,,,$32.49 
Time Estate Winery HMC McWatters Collection Chardonnay 750 mL,Harry McWatters Collection Chardonnay 750 mL,616102,https://www.everythingwine.ca/mcwatters-chardonnay,Canada,BC - Okanagan Valley,White,Chardonnay,,"Complex and elegant, with well-balanced fruit and oak characteristics.","Enjoy with seafood, grilled meats, and creamy pastas, but best when shared with friends.",$22.98 
Pfaffenheim  Pinot Gris 750ml,Pfaffenheim  Pinot Gris 750ml,616144,https://www.everythingwine.ca/pfaffenheim-pinot-gris,France,Alsace,White,Pinot Gris,,,,$22.99 
Sokol Blosser Evolution White Blend 750 mL,Sokol Blosser Evolution 750ml,616938,https://www.everythingwine.ca/sokol-blosser-evolution,USA,Oregon - Dundee Hills,White,White Blend,,,,$22.98 
Pewsey Vale Riesling 750 mL,Pewsey Vale Riesling 750 mL,617126,https://www.everythingwine.ca/pewsey-vale-riesling,Australia,Eden Valley,White,Riesling,,,,$20.99 
Kettle Valley Winery Pinot Gris 750 mL ,Kettle Valley  Pinot Gris 2011 750 mL,620443,https://www.everythingwine.ca/kettle-valley-pinot-gris-2011,Canada,BC - Okanagan Valley,White,Pinot Gris,,,,$25.98 
